src_id,dst_id,weight
12,431,0.1538
12,66,0.1026
12,84,0.2051
12,142,0.2564
12,32,0.1026
12,36,0.3077
12,261,0.1026
12,85,0.2564
12,223,0.1026
12,232,0.1026
12,164,0.0513
12,442,0.0513
12,402,0.0513
12,106,0.0513
12,421,0.1538
12,11,0.0513
12,248,0.1026
12,87,0.0513
12,114,0.1538
12,297,0.1026
12,69,0.1026
12,260,0.1538
12,203,0.1026
12,445,0.2308
12,93,0.1538
12,212,0.1026
12,117,0.2051
12,403,0.0513
12,357,0.1538
12,395,0.0513
12,186,0.0513
12,61,0.2051
12,130,0.1026
12,30,0.3077
12,280,0.1026
12,131,0.2564
12,81,0.0513
12,27,0.1026
12,360,0.1538
12,47,0.1538
304,107,0.1026
304,31,0.1026
304,224,0.0513
304,70,0.1026
304,14,0.0513
304,7,0.1026
304,58,0.0513
304,79,0.1026
304,72,0.0513
304,46,0.0513
304,6,0.1538
304,51,0.2051
304,116,0.1026
304,15,0.1026
304,59,0.0513
304,1,0.1538
304,349,0.0513
304,32,0.1026
304,229,0.1026
304,201,0.0513
304,259,0.0513
304,159,0.0513
304,111,0.1282
304,81,0.1026
304,27,0.1026
191,28,0.0513
191,171,0.1026
191,268,0.0513
191,4,0.1026
191,54,0.0513
191,196,0.0513
191,434,0.0513
191,34,0.1026
191,18,0.0513
191,240,0.0513
191,298,0.0513
191,22,0.1538
191,5,0.2564
191,89,0.1538
191,17,0.0513
191,177,0.1026
191,3,0.0769
191,440,0.0513
191,153,0.0513
191,16,0.1026
191,74,0.1538
191,456,0.0513
191,84,0.0513
191,142,0.1026
191,85,0.0513
191,106,0.1026
191,189,0.0513
191,248,0.0513
191,321,0.0513
191,114,0.1538
191,69,0.1026
191,117,0.0513
191,403,0.0513
191,186,0.0513
191,61,0.1026
191,30,0.1026
191,131,0.1026
191,47,0.1026
416,168,0.1026
416,289,0.0513
416,412,0.1538
416,174,0.1026
416,71,0.1026
416,449,0.1538
416,15,0.0513
247,28,0.0513
247,103,0.1026
247,4,0.1026
247,128,0.0513
247,205,0.0513
247,76,0.1026
247,331,0.0513
247,18,0.1026
247,467,0.1026
247,341,0.0513
247,22,0.1026
247,5,0.1026
247,89,0.0513
